logid,timestamp,workorderid_fk,productid_fk,machineid_fk,operatorid_fk,inputquantity,outputgoodquantity,outputdefectquantity,machinestatus,reworkflag,notes
206,2024-12-11 03:20:36,WO-241206170000-290,FPC_SL_PI18,AOI_FPC01,OP003,308,305,3,DOWN,False,
207,2024-12-11 13:53:40,WO-241206170000-290,FPC_SL_PI18,TEST_E_FPC01,OP003,305,300,5,RUNNING,False,
208,2024-12-11 10:59:50,WO-241204170000-654,FPC_ML4_MPI12,LAMINATE01,OP001,151,147,4,RUNNING,False,
209,2024-12-12 04:39:14,WO-241204170000-654,FPC_ML4_MPI12,ETCH01,OP002,147,141,6,RUNNING,False,
210,2024-12-12 20:15:46,WO-241204170000-654,FPC_ML4_MPI12,DRILL_LASER01,OP004,141,133,8,RUNNING,False,
211,2024-12-13 14:00:09,WO-241204170000-654,FPC_ML4_MPI12,AOI_FPC01,OP001,133,131,2,RUNNING,False,
212,2024-12-14 05:11:26,WO-241204170000-654,FPC_ML4_MPI12,TEST_E_FPC01,OP005,131,128,3,RUNNING,False,
213,2024-12-12 03:07:37,WO-241206170000-833,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP004,219,218,1,RUNNING,False,
214,2024-12-13 12:09:02,WO-241206170000-833,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP003,218,214,4,RUNNING,False,
215,2024-12-15 04:38:34,WO-241206170000-833,MODULE_SENSOR_A,AOI_ASSY01,OP005,214,213,1,RUNNING,False,
216,2024-12-16 12:59:08,WO-241206170000-833,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP002,213,210,3,RUNNING,False,
217,2024-12-21 17:48:16,WO-241206170000-930,FPC_DL_PI35,LAMINATE01,OP005,5651,5639,12,RUNNING,False,
218,2025-01-03 10:44:30,WO-241206170000-930,FPC_DL_PI35,ETCH01,OP001,5639,5627,12,RUNNING,False,
219,2025-01-13 22:39:23,WO-241206170000-930,FPC_DL_PI35,DRILL_LASER01,OP002,5627,5379,248,RUNNING,False,
220,2025-01-23 06:20:59,WO-241206170000-930,FPC_DL_PI35,AOI_FPC01,OP003,5379,5199,180,RUNNING,False,
221,2025-02-01 22:56:31,WO-241206170000-930,FPC_DL_PI35,TEST_E_FPC01,OP003,5199,5122,77,RUNNING,False,
222,2025-01-07 08:22:27,WO-241207180000-375,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP002,9524,9504,20,RUNNING,False,
223,2025-02-03 00:48:53,WO-241207180000-375,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP001,9504,9293,211,DOWN,False,
224,2025-03-03 17:38:20,WO-241207180000-375,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP004,9293,9139,154,RUNNING,False,
225,2025-03-28 12:04:45,WO-241207180000-375,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP003,9139,9120,19,RUNNING,False,
226,2025-04-23 21:43:21,WO-241207180000-375,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP002,9120,8954,166,RUNNING,False,
227,2024-12-14 13:44:32,WO-241206170000-950,FPC_ML4_MPI12,LAMINATE01,OP004,487,465,22,RUNNING,False,
228,2024-12-16 22:56:52,WO-241206170000-950,FPC_ML4_MPI12,ETCH01,OP004,465,437,28,RUNNING,False,
229,2024-12-19 01:26:29,WO-241206170000-950,FPC_ML4_MPI12,DRILL_LASER01,OP001,437,419,18,RUNNING,False,
230,2024-12-21 03:47:45,WO-241206170000-950,FPC_ML4_MPI12,AOI_FPC01,OP004,419,396,23,RUNNING,False,
231,2024-12-23 06:44:58,WO-241206170000-950,FPC_ML4_MPI12,TEST_E_FPC01,OP004,396,387,9,RUNNING,False,
232,2024-12-18 13:10:39,WO-241208180000-734,FPC_DL_PI35,LAMINATE01,OP005,3731,3679,52,RUNNING,False,
233,2024-12-25 06:43:17,WO-241208180000-734,FPC_DL_PI35,ETCH01,OP003,3679,3553,126,RUNNING,False,
234,2025-01-01 15:21:08,WO-241208180000-734,FPC_DL_PI35,DRILL_LASER01,OP004,3553,3338,215,RUNNING,False,
235,2025-01-08 03:32:15,WO-241208180000-734,FPC_DL_PI35,AOI_FPC01,OP001,3338,3313,25,RUNNING,False,
236,2025-01-14 21:25:29,WO-241208180000-734,FPC_DL_PI35,TEST_E_FPC01,OP004,3313,3238,75,RUNNING,False,
237,2024-12-12 08:53:48,WO-241208180000-818,FPC_SL_LCP9_HF,LAMINATE01,OP002,369,368,1,RUNNING,False,
238,2024-12-13 02:00:50,WO-241208180000-818,FPC_SL_LCP9_HF,ETCH01,OP001,368,358,10,DOWN,False,
239,2024-12-13 17:47:01,WO-241208180000-818,FPC_SL_LCP9_HF,AOI_FPC01,OP005,358,357,1,RUNNING,False,
240,2024-12-14 08:21:53,WO-241208180000-818,FPC_SL_LCP9_HF,TEST_E_FPC01,OP001,357,344,13,RUNNING,False,
241,2024-12-13 22:17:59,WO-241205170000-825,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP005,347,345,2,RUNNING,False,
242,2024-12-14 23:18:59,WO-241205170000-825,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP003,345,339,6,RUNNING,False,
243,2024-12-16 00:28:09,WO-241205170000-825,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP003,339,331,8,RUNNING,False,
244,2024-12-17 01:24:09,WO-241205170000-825,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP001,331,330,1,RUNNING,False,
245,2024-12-18 06:58:38,WO-241205170000-825,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP004,330,327,3,RUNNING,False,
246,2024-12-30 22:10:59,WO-241205170000-893,FPC_ML4_MPI12,LAMINATE01,OP005,4130,4121,9,RUNNING,False,
247,2025-01-17 17:58:29,WO-241205170000-893,FPC_ML4_MPI12,ETCH01,OP003,4121,3979,142,RUNNING,False,
248,2025-02-01 23:44:39,WO-241205170000-893,FPC_ML4_MPI12,DRILL_LASER01,OP003,3979,3873,106,RUNNING,False,
249,2025-02-18 13:08:57,WO-241205170000-893,FPC_ML4_MPI12,AOI_FPC01,OP004,3873,3739,134,RUNNING,False,
250,2025-03-05 00:14:52,WO-241205170000-893,FPC_ML4_MPI12,TEST_E_FPC01,OP002,3739,3603,136,RUNNING,False,
251,2024-12-13 15:56:51,WO-241206170000-208,FPC_SL_LCP9_HF,LAMINATE01,OP002,490,489,1,RUNNING,False,
252,2024-12-14 10:54:22,WO-241206170000-208,FPC_SL_LCP9_HF,ETCH01,OP002,489,471,18,RUNNING,False,
253,2024-12-15 07:38:36,WO-241206170000-208,FPC_SL_LCP9_HF,AOI_FPC01,OP004,471,466,5,RUNNING,False,
254,2024-12-16 04:32:34,WO-241206170000-208,FPC_SL_LCP9_HF,TEST_E_FPC01,OP003,466,437,29,RUNNING,False,
255,2025-01-22 22:02:47,WO-241206170000-300,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP003,7768,7752,16,RUNNING,False,
256,2025-03-07 19:02:44,WO-241206170000-300,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP003,7752,7736,16,RUNNING,False,
257,2025-04-18 09:27:50,WO-241206170000-300,MODULE_SENSOR_A,AOI_ASSY01,OP003,7736,7720,16,RUNNING,False,
258,2025-06-03 02:05:20,WO-241206170000-300,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP005,7720,7662,58,RUNNING,False,
259,2024-12-13 03:04:03,WO-241206170000-591,FPC_DL_PI35,LAMINATE01,OP001,132,126,6,RUNNING,False,
260,2024-12-13 09:39:29,WO-241206170000-591,FPC_DL_PI35,ETCH01,OP001,126,123,3,RUNNING,False,
261,2024-12-13 15:57:55,WO-241206170000-591,FPC_DL_PI35,DRILL_LASER01,OP004,123,119,4,RUNNING,False,
262,2024-12-13 21:54:10,WO-241206170000-591,FPC_DL_PI35,AOI_FPC01,OP001,119,117,2,RUNNING,False,
263,2024-12-14 03:42:43,WO-241206170000-591,FPC_DL_PI35,TEST_E_FPC01,OP003,117,115,2,RUNNING,False,
264,2024-12-19 09:34:53,WO-241207180000-981,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP001,4441,4432,9,RUNNING,False,
265,2024-12-27 10:37:57,WO-241207180000-981,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP003,4432,4205,227,RUNNING,False,
266,2025-01-03 12:42:59,WO-241207180000-981,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP001,4205,4170,35,RUNNING,False,
267,2025-01-11 01:49:47,WO-241207180000-981,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP004,4170,4144,26,RUNNING,False,
268,2024-12-12 21:33:43,WO-241207180000-836,FPC_SL_PI18,LAMINATE01,OP001,85,82,3,RUNNING,False,
269,2024-12-13 00:20:56,WO-241207180000-836,FPC_SL_PI18,ETCH01,OP001,82,80,2,RUNNING,False,
270,2024-12-13 03:09:23,WO-241207180000-836,FPC_SL_PI18,AOI_FPC01,OP005,80,79,1,RUNNING,False,
271,2024-12-13 05:50:02,WO-241207180000-836,FPC_SL_PI18,TEST_E_FPC01,OP005,79,75,4,RUNNING,False,
272,2024-12-13 00:38:24,WO-241207180000-752,FPC_DL_PI35,LAMINATE01,OP001,115,113,2,RUNNING,False,
273,2024-12-13 07:40:16,WO-241207180000-752,FPC_DL_PI35,ETCH01,OP005,113,112,1,RUNNING,False,
274,2024-12-13 13:50:27,WO-241207180000-752,FPC_DL_PI35,DRILL_LASER01,OP004,112,106,6,RUNNING,False,
275,2024-12-13 18:53:11,WO-241207180000-752,FPC_DL_PI35,AOI_FPC01,OP003,106,105,1,RUNNING,False,
276,2024-12-14 00:30:30,WO-241207180000-752,FPC_DL_PI35,TEST_E_FPC01,OP005,105,98,7,RUNNING,False,
277,2024-12-16 21:16:29,WO-241209180000-387,FPC_SL_PI18,LAMINATE01,OP004,3162,3134,28,RUNNING,False,
278,2024-12-20 14:35:12,WO-241209180000-387,FPC_SL_PI18,ETCH01,OP001,3134,3005,129,RUNNING,False,
279,2024-12-23 19:17:49,WO-241209180000-387,FPC_SL_PI18,AOI_FPC01,OP003,3005,2969,36,RUNNING,False,
280,2024-12-26 21:55:29,WO-241209180000-387,FPC_SL_PI18,TEST_E_FPC01,OP003,2969,2915,54,RUNNING,False,
281,2024-12-13 14:55:43,WO-241209180000-133,FPC_SL_LCP9_HF,LAMINATE01,OP004,405,401,4,RUNNING,False,
282,2024-12-14 09:02:09,WO-241209180000-133,FPC_SL_LCP9_HF,ETCH01,OP002,401,382,19,RUNNING,False,
283,2024-12-15 03:17:46,WO-241209180000-133,FPC_SL_LCP9_HF,AOI_FPC01,OP003,382,364,18,RUNNING,False,
284,2024-12-15 19:08:56,WO-241209180000-133,FPC_SL_LCP9_HF,TEST_E_FPC01,OP004,364,362,2,RUNNING,False,
285,2024-12-14 15:35:56,WO-241210180000-587,FPC_ML4_MPI12,LAMINATE01,OP001,167,166,1,RUNNING,False,
286,2024-12-15 15:09:35,WO-241210180000-587,FPC_ML4_MPI12,ETCH01,OP003,166,159,7,RUNNING,False,
287,2024-12-16 11:26:48,WO-241210180000-587,FPC_ML4_MPI12,DRILL_LASER01,OP005,159,155,4,RUNNING,False,
288,2024-12-17 09:14:35,WO-241210180000-587,FPC_ML4_MPI12,AOI_FPC01,OP001,155,148,7,RUNNING,False,
289,2024-12-18 03:41:31,WO-241210180000-587,FPC_ML4_MPI12,TEST_E_FPC01,OP001,148,141,7,RUNNING,False,
290,2024-12-14 05:35:51,WO-241210180000-902,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP003,194,184,10,RUNNING,False,
291,2024-12-14 15:23:35,WO-241210180000-902,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP003,184,182,2,RUNNING,False,
292,2024-12-15 00:11:50,WO-241210180000-902,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP001,182,180,2,RUNNING,False,
293,2024-12-15 09:50:26,WO-241210180000-902,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP003,180,177,3,RUNNING,False,
294,2024-12-14 11:28:26,WO-241210180000-662,FPC_ML4_MPI12,LAMINATE01,OP002,138,131,7,RUNNING,False,
295,2024-12-15 01:58:01,WO-241210180000-662,FPC_ML4_MPI12,ETCH01,OP001,131,130,1,RUNNING,False,
296,2024-12-15 20:37:07,WO-241210180000-662,FPC_ML4_MPI12,DRILL_LASER01,OP003,130,124,6,RUNNING,False,
297,2024-12-16 12:28:46,WO-241210180000-662,FPC_ML4_MPI12,AOI_FPC01,OP005,124,117,7,RUNNING,False,
298,2024-12-17 02:27:25,WO-241210180000-662,FPC_ML4_MPI12,TEST_E_FPC01,OP005,117,114,3,RUNNING,False,
299,2024-12-14 18:34:24,WO-241207180000-455,FPC_DL_PI35,LAMINATE01,OP003,482,461,21,RUNNING,False,
300,2024-12-15 20:45:14,WO-241207180000-455,FPC_DL_PI35,ETCH01,OP003,461,450,11,RUNNING,False,
301,2024-12-17 01:15:19,WO-241207180000-455,FPC_DL_PI35,DRILL_LASER01,OP005,450,439,11,RUNNING,False,
302,2024-12-18 04:41:25,WO-241207180000-455,FPC_DL_PI35,AOI_FPC01,OP002,439,427,12,RUNNING,False,
303,2024-12-19 07:17:53,WO-241207180000-455,FPC_DL_PI35,TEST_E_FPC01,OP001,427,413,14,RUNNING,False,
304,2024-12-14 12:25:50,WO-241207180000-267,FPC_SL_PI18,LAMINATE01,OP001,461,460,1,RUNNING,False,
305,2024-12-15 04:46:30,WO-241207180000-267,FPC_SL_PI18,ETCH01,OP003,460,433,27,RUNNING,False,
306,2024-12-15 18:36:14,WO-241207180000-267,FPC_SL_PI18,AOI_FPC01,OP004,433,417,16,RUNNING,False,
307,2024-12-16 09:12:31,WO-241207180000-267,FPC_SL_PI18,TEST_E_FPC01,OP002,417,416,1,RUNNING,False,
308,2024-12-14 17:23:04,WO-241207180000-651,FPC_DL_PI35,LAMINATE01,OP001,391,382,9,RUNNING,False,
309,2024-12-15 16:30:05,WO-241207180000-651,FPC_DL_PI35,ETCH01,OP005,382,380,2,RUNNING,False,
310,2024-12-16 11:36:43,WO-241207180000-651,FPC_DL_PI35,DRILL_LASER01,OP003,380,369,11,RUNNING,False,
311,2024-12-17 08:52:25,WO-241207180000-651,FPC_DL_PI35,AOI_FPC01,OP003,369,362,7,RUNNING,False,
312,2024-12-18 04:20:39,WO-241207180000-651,FPC_DL_PI35,TEST_E_FPC01,OP002,362,360,2,RUNNING,False,
313,2024-12-26 08:53:21,WO-241208180000-420,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP003,7690,7674,16,RUNNING,False,
314,2025-01-09 00:28:35,WO-241208180000-420,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP001,7674,7482,192,RUNNING,False,
315,2025-01-22 06:18:34,WO-241208180000-420,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP001,7482,7214,268,RUNNING,False,
316,2025-02-02 16:43:48,WO-241208180000-420,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP001,7214,7115,99,RUNNING,False,
317,2024-12-14 06:23:02,WO-241208180000-387,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP004,236,235,1,RUNNING,False,
318,2024-12-14 16:50:48,WO-241208180000-387,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP001,235,232,3,RUNNING,False,
319,2024-12-15 04:43:11,WO-241208180000-387,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP001,232,231,1,RUNNING,False,
320,2024-12-15 16:54:35,WO-241208180000-387,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP005,231,223,8,RUNNING,False,
321,2024-12-27 03:36:37,WO-241209180000-714,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP002,8733,8239,494,RUNNING,False,
322,2025-01-13 12:53:49,WO-241209180000-714,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP005,8239,8222,17,DOWN,False,
323,2025-01-27 07:02:44,WO-241209180000-714,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP004,8222,7950,272,RUNNING,False,
324,2025-02-09 08:38:02,WO-241209180000-714,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP003,7950,7821,129,RUNNING,False,
325,2024-12-14 09:33:18,WO-241209180000-760,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP004,179,172,7,RUNNING,False,
326,2024-12-15 00:45:08,WO-241209180000-760,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP001,172,171,1,RUNNING,False,
327,2024-12-15 14:51:21,WO-241209180000-760,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP003,171,167,4,RUNNING,False,
328,2024-12-16 05:46:26,WO-241209180000-760,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP001,167,166,1,RUNNING,False,
329,2024-12-16 19:08:18,WO-241209180000-760,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP002,166,165,1,RUNNING,False,
330,2024-12-13 21:38:13,WO-241209180000-132,FPC_SL_PI18,LAMINATE01,OP002,83,80,3,RUNNING,False,
331,2024-12-14 00:41:54,WO-241209180000-132,FPC_SL_PI18,ETCH01,OP002,80,77,3,RUNNING,False,
332,2024-12-14 03:11:07,WO-241209180000-132,FPC_SL_PI18,AOI_FPC01,OP003,77,74,3,RUNNING,False,
333,2024-12-14 05:42:06,WO-241209180000-132,FPC_SL_PI18,TEST_E_FPC01,OP005,74,73,1,RUNNING,False,
334,2024-12-15 03:33:57,WO-241207180000-293,FPC_SL_PI18,LAMINATE01,OP004,238,232,6,RUNNING,False,
335,2024-12-15 10:11:06,WO-241207180000-293,FPC_SL_PI18,ETCH01,OP004,232,223,9,RUNNING,False,
336,2024-12-15 17:26:46,WO-241207180000-293,FPC_SL_PI18,AOI_FPC01,OP004,223,219,4,RUNNING,False,
337,2024-12-15 23:54:05,WO-241207180000-293,FPC_SL_PI18,TEST_E_FPC01,OP002,219,218,1,RUNNING,False,
338,2024-12-14 21:43:34,WO-241211170000-989,FPC_DL_PI35,LAMINATE01,OP001,73,71,2,RUNNING,False,
339,2024-12-15 02:02:05,WO-241211170000-989,FPC_DL_PI35,ETCH01,OP003,71,70,1,RUNNING,False,
340,2024-12-15 05:41:36,WO-241211170000-989,FPC_DL_PI35,DRILL_LASER01,OP005,70,68,2,RUNNING,False,
341,2024-12-15 09:59:55,WO-241211170000-989,FPC_DL_PI35,AOI_FPC01,OP004,68,64,4,RUNNING,False,
342,2024-12-15 13:24:39,WO-241211170000-989,FPC_DL_PI35,TEST_E_FPC01,OP001,64,63,1,RUNNING,False,
343,2024-12-19 23:32:52,WO-241211170000-102,FPC_SL_PI18,LAMINATE01,OP002,4714,4634,80,RUNNING,False,
344,2024-12-24 19:29:03,WO-241211170000-102,FPC_SL_PI18,ETCH01,OP003,4634,4550,84,RUNNING,False,
345,2024-12-29 11:26:15,WO-241211170000-102,FPC_SL_PI18,AOI_FPC01,OP001,4550,4402,148,RUNNING,False,
346,2025-01-02 23:24:34,WO-241211170000-102,FPC_SL_PI18,TEST_E_FPC01,OP005,4402,4254,148,RUNNING,False,
347,2024-12-17 21:05:53,WO-241208180000-356,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP002,303,300,3,RUNNING,False,
348,2024-12-19 15:52:15,WO-241208180000-356,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP002,300,299,1,RUNNING,False,
349,2024-12-21 11:01:19,WO-241208180000-356,MODULE_SENSOR_A,AOI_ASSY01,OP001,299,295,4,RUNNING,False,
350,2024-12-23 10:56:44,WO-241208180000-356,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP001,295,288,7,RUNNING,False,
351,2024-12-16 07:56:48,WO-241209180000-778,FPC_SL_LCP9_HF,LAMINATE01,OP005,292,291,1,RUNNING,False,
352,2024-12-16 19:39:15,WO-241209180000-778,FPC_SL_LCP9_HF,ETCH01,OP003,291,274,17,RUNNING,False,
353,2024-12-17 08:47:04,WO-241209180000-778,FPC_SL_LCP9_HF,AOI_FPC01,OP002,274,271,3,DOWN,False,
354,2024-12-17 19:40:45,WO-241209180000-778,FPC_SL_LCP9_HF,TEST_E_FPC01,OP002,271,263,8,RUNNING,False,
355,2024-12-16 23:18:28,WO-241211170000-276,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP003,167,164,3,RUNNING,False,
356,2024-12-18 04:07:33,WO-241211170000-276,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP002,164,163,1,RUNNING,False,
357,2024-12-19 05:23:34,WO-241211170000-276,MODULE_SENSOR_A,AOI_ASSY01,OP002,163,160,3,RUNNING,False,
358,2024-12-20 11:30:48,WO-241211170000-276,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP005,160,159,1,RUNNING,False,
359,2025-02-02 18:02:59,WO-241211170000-864,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP005,8920,8597,323,RUNNING,False,
360,2025-03-23 07:39:45,WO-241211170000-864,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP004,8597,8579,18,RUNNING,False,
361,2025-05-10 21:29:10,WO-241211170000-864,MODULE_SENSOR_A,AOI_ASSY01,OP002,8579,8303,276,RUNNING,False,
362,2025-06-29 14:06:51,WO-241211170000-864,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP003,8303,8286,17,RUNNING,False,
363,2024-12-18 05:19:43,WO-241211170000-210,FPC_ML4_MPI12,LAMINATE01,OP005,459,439,20,RUNNING,False,
364,2024-12-20 06:13:11,WO-241211170000-210,FPC_ML4_MPI12,ETCH01,OP001,439,438,1,RUNNING,False,
365,2024-12-22 07:49:47,WO-241211170000-210,FPC_ML4_MPI12,DRILL_LASER01,OP005,438,431,7,RUNNING,False,
366,2024-12-24 21:20:19,WO-241211170000-210,FPC_ML4_MPI12,AOI_FPC01,OP004,431,411,20,RUNNING,False,
367,2024-12-27 01:51:02,WO-241211170000-210,FPC_ML4_MPI12,TEST_E_FPC01,OP003,411,394,17,RUNNING,False,
368,2024-12-17 11:02:33,WO-241211170000-948,FPC_SL_LCP9_HF,LAMINATE01,OP004,363,349,14,RUNNING,False,
369,2024-12-18 00:33:07,WO-241211170000-948,FPC_SL_LCP9_HF,ETCH01,OP003,349,348,1,RUNNING,False,
370,2024-12-18 16:08:28,WO-241211170000-948,FPC_SL_LCP9_HF,AOI_FPC01,OP002,348,347,1,RUNNING,False,
371,2024-12-19 07:32:48,WO-241211170000-948,FPC_SL_LCP9_HF,TEST_E_FPC01,OP004,347,335,12,RUNNING,False,
372,2024-12-17 08:42:17,WO-241211170000-350,FPC_SL_LCP9_HF,LAMINATE01,OP005,341,340,1,RUNNING,False,
373,2024-12-17 21:38:38,WO-241211170000-350,FPC_SL_LCP9_HF,ETCH01,OP004,340,339,1,RUNNING,False,
374,2024-12-18 13:03:26,WO-241211170000-350,FPC_SL_LCP9_HF,AOI_FPC01,OP002,339,335,4,RUNNING,False,
375,2024-12-19 03:07:35,WO-241211170000-350,FPC_SL_LCP9_HF,TEST_E_FPC01,OP005,335,321,14,RUNNING,False,
376,2024-12-19 10:57:13,WO-241211170000-464,FPC_ML4_MPI12,LAMINATE01,OP005,456,451,5,RUNNING,False,
377,2024-12-22 01:36:45,WO-241211170000-464,FPC_ML4_MPI12,ETCH01,OP002,451,449,2,RUNNING,False,
378,2024-12-24 16:52:10,WO-241211170000-464,FPC_ML4_MPI12,DRILL_LASER01,OP005,449,439,10,RUNNING,False,
379,2024-12-27 04:33:56,WO-241211170000-464,FPC_ML4_MPI12,AOI_FPC01,OP002,439,401,38,RUNNING,False,
380,2024-12-29 06:58:42,WO-241211170000-464,FPC_ML4_MPI12,TEST_E_FPC01,OP004,401,390,11,RUNNING,False,
381,2024-12-17 04:20:12,WO-241211170000-954,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP004,127,126,1,RUNNING,False,
382,2024-12-17 13:40:49,WO-241211170000-954,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP005,126,122,4,RUNNING,False,
383,2024-12-17 23:06:07,WO-241211170000-954,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP001,122,121,1,RUNNING,False,
384,2024-12-18 08:25:02,WO-241211170000-954,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP001,121,115,6,RUNNING,False,
385,2024-12-18 18:50:14,WO-241211170000-954,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP004,115,112,3,RUNNING,False,
386,2024-12-18 15:12:39,WO-241211170000-590,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP002,460,459,1,RUNNING,False,
387,2024-12-19 13:03:12,WO-241211170000-590,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP002,459,458,1,RUNNING,False,
388,2024-12-20 13:44:20,WO-241211170000-590,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP001,458,454,4,RUNNING,False,
389,2024-12-21 10:33:56,WO-241211170000-590,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP004,454,448,6,RUNNING,False,
390,2024-12-25 09:27:07,WO-241213180000-832,FPC_DL_PI35,LAMINATE01,OP002,5071,4943,128,RUNNING,False,
391,2025-01-03 01:20:21,WO-241213180000-832,FPC_DL_PI35,ETCH01,OP001,4943,4760,183,RUNNING,False,
392,2025-01-09 16:48:08,WO-241213180000-832,FPC_DL_PI35,DRILL_LASER01,OP003,4760,4674,86,RUNNING,False,
393,2025-01-17 11:59:13,WO-241213180000-832,FPC_DL_PI35,AOI_FPC01,OP005,4674,4610,64,RUNNING,False,
394,2025-01-25 23:51:59,WO-241213180000-832,FPC_DL_PI35,TEST_E_FPC01,OP001,4610,4595,15,RUNNING,False,
395,2024-12-18 16:00:42,WO-241213180000-509,FPC_SL_LCP9_HF,LAMINATE01,OP004,475,459,16,RUNNING,False,
396,2024-12-19 13:34:27,WO-241213180000-509,FPC_SL_LCP9_HF,ETCH01,OP005,459,458,1,RUNNING,False,
397,2024-12-20 06:17:19,WO-241213180000-509,FPC_SL_LCP9_HF,AOI_FPC01,OP004,458,451,7,RUNNING,False,
398,2024-12-20 23:08:57,WO-241213180000-509,FPC_SL_LCP9_HF,TEST_E_FPC01,OP004,451,446,5,RUNNING,False,
399,2024-12-18 08:39:33,WO-241213180000-848,FPC_SL_PI18,LAMINATE01,OP004,407,404,3,RUNNING,False,
400,2024-12-19 00:06:45,WO-241213180000-848,FPC_SL_PI18,ETCH01,OP003,404,390,14,RUNNING,False,
401,2024-12-19 13:38:46,WO-241213180000-848,FPC_SL_PI18,AOI_FPC01,OP003,390,389,1,RUNNING,False,
402,2024-12-20 00:44:42,WO-241213180000-848,FPC_SL_PI18,TEST_E_FPC01,OP004,389,388,1,RUNNING,False,
403,2024-12-28 07:44:28,WO-241213180000-190,FPC_SL_LCP9_HF,LAMINATE01,OP004,8053,7658,395,RUNNING,False,
404,2025-01-08 08:26:34,WO-241213180000-190,FPC_SL_LCP9_HF,ETCH01,OP005,7658,7397,261,RUNNING,False,
405,2025-01-18 09:44:12,WO-241213180000-190,FPC_SL_LCP9_HF,AOI_FPC01,OP005,7397,7372,25,RUNNING,False,
406,2025-01-28 09:49:22,WO-241213180000-190,FPC_SL_LCP9_HF,TEST_E_FPC01,OP002,7372,7215,157,RUNNING,False,
407,2024-12-18 02:32:19,WO-241213180000-266,FPC_SL_PI18,LAMINATE01,OP005,270,269,1,RUNNING,False,
408,2024-12-18 11:12:11,WO-241213180000-266,FPC_SL_PI18,ETCH01,OP004,269,266,3,RUNNING,False,
