salesorderid,orderdate,requireddeliverydate,orderstatus,ordertotalamount,customerid,customername,salesorderlineid,productid,productname,producttype,targetyield,standardcycletime_seconds,quantityordered,lineunitprice,linetotalamount,linestatus
SO-20241217095357-423,2024-12-17,2025-01-24,Partially Shipped,7207.1,CUST004,MediEquip Corp.,121,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,313,15.2,4757.6,Partially_Shipped
SO-20241216104056-460,2024-12-16,2025-01-08,Partially Shipped,452.4,CUST001,Global Tech Solutions,111,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,58,7.8,452.4,Partially_Shipped
SO-20241217111738-671,2024-12-17,2025-01-09,Partially Shipped,14741.6,CUST005,Automotive Innovations Ltd.,119,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,4316,2.5,10790.0,Partially_Shipped
SO-20241218134734-175,2024-12-18,2025-01-07,Partially Shipped,36465.25,CUST001,Global Tech Solutions,125,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,1079,5.75,6204.25,Partially_Shipped
SO-20241211165313-449,2024-12-11,2025-01-25,Partially Shipped,20297.75,CUST002,Future Devices Inc.,84,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,460,7.8,3588.0,Partially_Shipped
SO-20241213163829-429,2024-12-13,2025-01-08,Partially Shipped,36838.95,CUST005,Automotive Innovations Ltd.,94,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,5071,5.75,29158.25,Partially_Shipped
SO-20241213163829-429,2024-12-13,2025-01-08,Partially Shipped,36838.95,CUST005,Automotive Innovations Ltd.,93,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,475,8.9,4227.5,Partially_Shipped
SO-20241213145955-781,2024-12-13,2025-01-01,Partially Shipped,161436.5,CUST002,Future Devices Inc.,97,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,407,2.5,1017.5,Partially_Shipped
SO-20241213093923-900,2024-12-13,2025-01-15,Partially Shipped,353827.1,CUST001,Global Tech Solutions,98,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,8053,8.9,71671.7,Partially_Shipped
SO-20241218164844-709,2024-12-18,2025-01-23,Partially Shipped,64154.2,CUST002,Future Devices Inc.,126,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,120,2.5,300.0,Partially_Shipped
SO-20241218134734-175,2024-12-18,2025-01-07,Partially Shipped,36465.25,CUST001,Global Tech Solutions,123,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,7851,2.5,19627.5,Partially_Shipped
SO-20241220142538-910,2024-12-20,2025-01-21,Partially Shipped,5619.15,CUST002,Future Devices Inc.,135,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,183,5.75,1052.25,Partially_Shipped
SO-20241216125428-112,2024-12-16,2025-01-22,Partially Shipped,4200.8,CUST005,Automotive Innovations Ltd.,114,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,472,8.9,4200.8,Partially_Shipped
SO-20241219143007-328,2024-12-19,2025-01-03,Partially Shipped,10890.0,CUST004,MediEquip Corp.,131,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,227,45.0,10215.0,Partially_Shipped
SO-20241218090843-684,2024-12-18,2025-01-03,Partially Shipped,4527.5,CUST004,MediEquip Corp.,129,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,1811,2.5,4527.5,Partially_Shipped
SO-20241217150506-354,2024-12-17,2025-01-24,Partially Shipped,151892.8,CUST001,Global Tech Solutions,117,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,9063,15.2,137757.6,Partially_Shipped
SO-20241211165313-449,2024-12-11,2025-01-25,Partially Shipped,20297.75,CUST002,Future Devices Inc.,83,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,362,45.0,16290.0,Partially_Shipped
SO-20241213145955-781,2024-12-13,2025-01-01,Partially Shipped,161436.5,CUST002,Future Devices Inc.,96,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,5488,25.5,139944.0,Partially_Shipped
SO-20241220142538-910,2024-12-20,2025-01-21,Partially Shipped,5619.15,CUST002,Future Devices Inc.,134,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,65,25.5,1657.5,Partially_Shipped
SO-20241212120720-603,2024-12-12,2025-01-17,Partially Shipped,2805.0,CUST003,AeroSpace Dynamics,90,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,110,25.5,2805.0,Partially_Shipped
SO-20241213093923-900,2024-12-13,2025-01-15,Partially Shipped,353827.1,CUST001,Global Tech Solutions,100,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,477,15.2,7250.4,Partially_Shipped
SO-20241219143007-328,2024-12-19,2025-01-03,Partially Shipped,10890.0,CUST004,MediEquip Corp.,132,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,270,2.5,675.0,Partially_Shipped
SO-20241220154501-689,2024-12-20,2024-12-30,Partially Shipped,2553.6,CUST002,Future Devices Inc.,133,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,168,15.2,2553.6,Partially_Shipped
SO-20241220084325-414,2024-12-20,2025-01-18,Partially Shipped,1489.25,CUST003,AeroSpace Dynamics,137,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,259,5.75,1489.25,Partially_Shipped
SO-20241216121818-770,2024-12-16,2025-01-22,Partially Shipped,16103.0,CUST005,Automotive Innovations Ltd.,112,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,6179,2.5,15447.5,Partially_Shipped
SO-20241217111738-671,2024-12-17,2025-01-09,Partially Shipped,14741.6,CUST005,Automotive Innovations Ltd.,118,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,444,8.9,3951.6,Partially_Shipped
SO-20241215142916-769,2024-12-15,2025-01-28,Partially Shipped,51861.25,CUST005,Automotive Innovations Ltd.,109,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,2397,7.8,18696.6,Partially_Shipped
SO-20241225080649-121,2024-12-25,2025-01-18,Partially Shipped,4631.8,CUST005,Automotive Innovations Ltd.,176,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,410,5.75,2357.5,Partially_Shipped
SO-20241224083520-678,2024-12-24,2025-01-16,Partially Shipped,9579.1,CUST001,Global Tech Solutions,166,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,443,8.9,3942.7,Partially_Shipped
SO-20241227161211-830,2024-12-27,2025-01-08,Partially Shipped,100731.95,CUST005,Automotive Innovations Ltd.,185,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,141,25.5,3595.5,Partially_Shipped
SO-20241227163207-800,2024-12-27,2025-01-17,Partially Shipped,9458.75,CUST005,Automotive Innovations Ltd.,181,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,322,25.5,8211.0,Partially_Shipped
SO-20241226100856-626,2024-12-26,2025-01-30,Partially Shipped,6818.9,CUST001,Global Tech Solutions,179,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,427,2.5,1067.5,Partially_Shipped
SO-20241223083238-420,2024-12-23,2025-01-04,Partially Shipped,72202.2,CUST001,Global Tech Solutions,159,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,74,25.5,1887.0,Partially_Shipped
SO-20241227101758-777,2024-12-27,2025-01-17,Partially Shipped,77042.25,CUST002,Future Devices Inc.,190,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,103,8.9,916.7,Partially_Shipped
SO-20241227160613-847,2024-12-27,2025-01-17,Partially Shipped,1196.0,CUST002,Future Devices Inc.,187,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,208,5.75,1196.0,Partially_Shipped
SO-20241227101758-777,2024-12-27,2025-01-17,Partially Shipped,77042.25,CUST002,Future Devices Inc.,189,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,335,5.75,1926.25,Partially_Shipped
SO-20241226100856-626,2024-12-26,2025-01-30,Partially Shipped,6818.9,CUST001,Global Tech Solutions,177,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,219,7.8,1708.2,Partially_Shipped
SO-20241222134014-422,2024-12-22,2025-02-03,Partially Shipped,7792.6,CUST004,MediEquip Corp.,151,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,419,8.9,3729.1,Partially_Shipped
SO-20241224085439-536,2024-12-24,2025-01-11,Partially Shipped,3391.5,CUST004,MediEquip Corp.,170,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,133,25.5,3391.5,Partially_Shipped
SO-20241224121344-122,2024-12-24,2025-01-21,Partially Shipped,13760.8,CUST002,Future Devices Inc.,168,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,3519,2.5,8797.5,Partially_Shipped
SO-20241228090408-963,2024-12-28,2025-01-24,Partially Shipped,69175.2,CUST002,Future Devices Inc.,193,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,4551,15.2,69175.2,Partially_Shipped
SO-20241226100856-626,2024-12-26,2025-01-30,Partially Shipped,6818.9,CUST001,Global Tech Solutions,178,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,266,15.2,4043.2,Partially_Shipped
SO-20241229115433-182,2024-12-29,2025-01-20,Partially Shipped,20475.0,CUST005,Automotive Innovations Ltd.,195,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,8190,2.5,20475.0,Partially_Shipped
SO-20241230134005-899,2024-12-30,2025-01-27,Partially Shipped,58496.5,CUST003,AeroSpace Dynamics,200,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,9152,5.75,52624.0,Partially_Shipped
SO-20241225081826-726,2024-12-25,2025-01-04,Partially Shipped,1529.5,CUST003,AeroSpace Dynamics,171,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,266,5.75,1529.5,Partially_Shipped
SO-20241225093532-451,2024-12-25,2025-01-17,Partially Shipped,71126.1,CUST004,MediEquip Corp.,172,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,381,8.9,3390.9,Partially_Shipped
SO-20241221094233-424,2024-12-21,2025-01-12,Partially Shipped,6134.15,CUST003,AeroSpace Dynamics,141,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,311,5.75,1788.25,Partially_Shipped
SO-20241221094233-424,2024-12-21,2025-01-12,Partially Shipped,6134.15,CUST003,AeroSpace Dynamics,139,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,216,7.8,1684.8,Partially_Shipped
SO-20241221100153-718,2024-12-21,2025-01-25,Partially Shipped,32007.5,CUST001,Global Tech Solutions,143,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,408,45.0,18360.0,Partially_Shipped
SO-20241225093532-451,2024-12-25,2025-01-17,Partially Shipped,71126.1,CUST004,MediEquip Corp.,173,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,8684,7.8,67735.2,Partially_Shipped
SO-20241225080649-121,2024-12-25,2025-01-18,Partially Shipped,4631.8,CUST005,Automotive Innovations Ltd.,174,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,206,7.8,1606.8,Partially_Shipped
SO-20241224121344-122,2024-12-24,2025-01-21,Partially Shipped,13760.8,CUST002,Future Devices Inc.,167,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,86,5.75,494.5,Partially_Shipped
SO-20241227163207-800,2024-12-27,2025-01-17,Partially Shipped,9458.75,CUST005,Automotive Innovations Ltd.,182,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,217,5.75,1247.75,Partially_Shipped
SO-20241221163721-935,2024-12-21,2025-01-23,Partially Shipped,2075.75,CUST005,Automotive Innovations Ltd.,138,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,361,5.75,2075.75,Partially_Shipped
SO-20241222091651-381,2024-12-22,2025-01-31,Partially Shipped,5642.6,CUST001,Global Tech Solutions,147,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,307,8.9,2732.3,Partially_Shipped
SO-20241222091651-381,2024-12-22,2025-01-31,Partially Shipped,5642.6,CUST001,Global Tech Solutions,148,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,327,8.9,2910.3,Partially_Shipped
SO-20241222101643-721,2024-12-22,2025-01-18,Partially Shipped,250.0,CUST002,Future Devices Inc.,155,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,100,2.5,250.0,Partially_Shipped
SO-20241227161211-830,2024-12-27,2025-01-08,Partially Shipped,100731.95,CUST005,Automotive Innovations Ltd.,183,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,6226,15.2,94635.2,Partially_Shipped
SO-20241224124330-514,2024-12-24,2025-01-14,Partially Shipped,4265.0,CUST001,Global Tech Solutions,163,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,482,2.5,1205.0,Partially_Shipped
SO-20241229110736-920,2024-12-29,2025-02-07,Partially Shipped,13140.0,CUST003,AeroSpace Dynamics,194,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,292,45.0,13140.0,Partially_Shipped
SO-20241221100153-718,2024-12-21,2025-01-25,Partially Shipped,32007.5,CUST001,Global Tech Solutions,144,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,284,45.0,12780.0,Partially_Shipped
SO-20241221094233-424,2024-12-21,2025-01-12,Partially Shipped,6134.15,CUST003,AeroSpace Dynamics,140,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,299,8.9,2661.1,Partially_Shipped
SO-20241222145026-199,2024-12-22,2025-01-21,Partially Shipped,251892.5,CUST002,Future Devices Inc.,153,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,5005,45.0,225225.0,Partially_Shipped
SO-20241230100112-962,2024-12-30,2025-02-06,Partially Shipped,70566.9,CUST004,MediEquip Corp.,204,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,353,25.5,9001.5,Partially_Shipped
SO-20241228090859-195,2024-12-28,2025-01-25,Partially Shipped,21103.5,CUST003,AeroSpace Dynamics,192,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,258,5.75,1483.5,Partially_Shipped
SO-20241229122742-515,2024-12-29,2025-01-12,Partially Shipped,56968.5,CUST002,Future Devices Inc.,198,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,6910,7.8,53898.0,Partially_Shipped
SO-20241227161211-830,2024-12-27,2025-01-08,Partially Shipped,100731.95,CUST005,Automotive Innovations Ltd.,184,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,435,5.75,2501.25,Partially_Shipped
SO-20241227151834-992,2024-12-27,2025-01-30,Partially Shipped,3176.8,CUST003,AeroSpace Dynamics,186,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,209,15.2,3176.8,Partially_Shipped
SO-20241222134014-422,2024-12-22,2025-02-03,Partially Shipped,7792.6,CUST004,MediEquip Corp.,150,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,58,45.0,2610.0,Partially_Shipped
SO-20241224124330-514,2024-12-24,2025-01-14,Partially Shipped,4265.0,CUST001,Global Tech Solutions,162,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,68,45.0,3060.0,Partially_Shipped
SO-20241224083520-678,2024-12-24,2025-01-16,Partially Shipped,9579.1,CUST001,Global Tech Solutions,164,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,278,7.8,2168.4,Partially_Shipped
SO-20241222145026-199,2024-12-22,2025-01-21,Partially Shipped,251892.5,CUST002,Future Devices Inc.,152,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,5339,2.5,13347.5,Partially_Shipped
SO-20241230130315-662,2024-12-30,2025-02-02,Partially Shipped,224792.5,CUST005,Automotive Innovations Ltd.,207,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,410,8.9,3649.0,Partially_Shipped
SO-20241228090859-195,2024-12-28,2025-01-25,Partially Shipped,21103.5,CUST003,AeroSpace Dynamics,191,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,436,45.0,19620.0,Partially_Shipped
SO-20241221100153-718,2024-12-21,2025-01-25,Partially Shipped,32007.5,CUST001,Global Tech Solutions,145,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,347,2.5,867.5,Partially_Shipped
SO-20241221141503-761,2024-12-21,2025-01-07,Partially Shipped,9045.0,CUST004,MediEquip Corp.,142,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,201,45.0,9045.0,Partially_Shipped
SO-20241222094710-969,2024-12-22,2025-01-16,Partially Shipped,6703.2,CUST004,MediEquip Corp.,157,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,64,15.2,972.8,Partially_Shipped
SO-20241223153911-890,2024-12-23,2025-02-02,Partially Shipped,4022.8,CUST002,Future Devices Inc.,161,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,452,8.9,4022.8,Partially_Shipped
SO-20241224121344-122,2024-12-24,2025-01-21,Partially Shipped,13760.8,CUST002,Future Devices Inc.,169,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,294,15.2,4468.8,Partially_Shipped
SO-20241222145026-199,2024-12-22,2025-01-21,Partially Shipped,251892.5,CUST002,Future Devices Inc.,154,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,296,45.0,13320.0,Partially_Shipped
SO-20241222134014-422,2024-12-22,2025-02-03,Partially Shipped,7792.6,CUST004,MediEquip Corp.,149,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,57,25.5,1453.5,Partially_Shipped
SO-20241229122742-515,2024-12-29,2025-01-12,Partially Shipped,56968.5,CUST002,Future Devices Inc.,197,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,346,5.75,1989.5,Partially_Shipped
SO-20241230130315-662,2024-12-30,2025-02-02,Partially Shipped,224792.5,CUST005,Automotive Innovations Ltd.,208,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,8517,25.5,217183.5,Partially_Shipped
SO-20241226124636-774,2024-12-26,2025-02-02,Partially Shipped,2127.5,CUST005,Automotive Innovations Ltd.,180,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,370,5.75,2127.5,Partially_Shipped
SO-20241222094348-331,2024-12-22,2025-01-30,Partially Shipped,108990.0,CUST002,Future Devices Inc.,146,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,2422,45.0,108990.0,Partially_Shipped
SO-20241223083238-420,2024-12-23,2025-01-04,Partially Shipped,72202.2,CUST001,Global Tech Solutions,158,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,4626,15.2,70315.2,Partially_Shipped
SO-20241225080649-121,2024-12-25,2025-01-18,Partially Shipped,4631.8,CUST005,Automotive Innovations Ltd.,175,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,75,8.9,667.5,Partially_Shipped
SO-20241222094710-969,2024-12-22,2025-01-16,Partially Shipped,6703.2,CUST004,MediEquip Corp.,156,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,377,15.2,5730.4,Partially_Shipped
SO-20241230134535-854,2024-12-30,2025-02-12,Partially Shipped,84661.3,CUST002,Future Devices Inc.,202,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,289,8.9,2572.1,Partially_Shipped
SO-20241230134005-899,2024-12-30,2025-01-27,Partially Shipped,58496.5,CUST003,AeroSpace Dynamics,199,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,2349,2.5,5872.5,Partially_Shipped
SO-20241227101758-777,2024-12-27,2025-01-17,Partially Shipped,77042.25,CUST002,Future Devices Inc.,188,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,8337,8.9,74199.3,Partially_Shipped
SO-20241230134535-854,2024-12-30,2025-02-12,Partially Shipped,84661.3,CUST002,Future Devices Inc.,201,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,5150,15.2,78280.0,Partially_Shipped
SO-20241229122742-515,2024-12-29,2025-01-12,Partially Shipped,56968.5,CUST002,Future Devices Inc.,196,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,188,5.75,1081.0,Partially_Shipped
SO-20241230130315-662,2024-12-30,2025-02-02,Partially Shipped,224792.5,CUST005,Automotive Innovations Ltd.,206,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,88,45.0,3960.0,Partially_Shipped
SO-20241223160122-214,2024-12-23,2025-01-29,Partially Shipped,22206.5,CUST003,AeroSpace Dynamics,160,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,3862,5.75,22206.5,Partially_Shipped
SO-20241224083520-678,2024-12-24,2025-01-16,Partially Shipped,9579.1,CUST001,Global Tech Solutions,165,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,136,25.5,3468.0,Partially_Shipped
SO-20241231125652-876,2024-12-31,2025-02-13,Partially Shipped,95797.8,CUST003,AeroSpace Dynamics,215,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,1761,45.0,79245.0,Partially_Shipped
SO-20250102143218-533,2025-01-02,2025-02-06,Partially Shipped,115231.2,CUST003,AeroSpace Dynamics,224,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,7581,15.2,115231.2,Partially_Shipped
SO-20250104101941-549,2025-01-04,2025-02-17,Partially Shipped,266332.5,CUST003,AeroSpace Dynamics,234,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,6653,2.5,16632.5,Partially_Shipped
SO-20250107112207-875,2025-01-07,2025-02-01,Partially Shipped,22009.6,CUST004,MediEquip Corp.,255,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,427,45.0,19215.0,Partially_Shipped
SO-20250104132224-768,2025-01-04,2025-01-27,Partially Shipped,225027.3,CUST001,Global Tech Solutions,241,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,317,25.5,8083.5,Partially_Shipped
SO-20250105083123-604,2025-01-05,2025-01-25,Partially Shipped,4867.2,CUST003,AeroSpace Dynamics,242,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,239,7.8,1864.2,Partially_Shipped
SO-20250104132224-768,2025-01-04,2025-01-27,Partially Shipped,225027.3,CUST001,Global Tech Solutions,239,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,102,8.9,907.8,Partially_Shipped
SO-20250107111016-704,2025-01-07,2025-02-12,Partially Shipped,145909.3,CUST005,Automotive Innovations Ltd.,258,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,306,25.5,7803.0,Partially_Shipped
SO-20250107111016-704,2025-01-07,2025-02-12,Partially Shipped,145909.3,CUST005,Automotive Innovations Ltd.,259,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,407,2.5,1017.5,Partially_Shipped
SO-20250109133506-344,2025-01-09,2025-01-27,Partially Shipped,431257.25,CUST005,Automotive Innovations Ltd.,268,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,193,2.5,482.5,Partially_Shipped
SO-20250109133506-344,2025-01-09,2025-01-27,Partially Shipped,431257.25,CUST005,Automotive Innovations Ltd.,270,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,53,5.75,304.75,Partially_Shipped
